DiaChi,Quan,TinhTrangBDS,DienTich,Phongngu,PhongTam,Loai,GiayTo,TinhTrangNoiThat,Gia,USD,log_price,Rank
"17-19-21, 17-19-21 Đường Nguyễn Văn Trỗi, Phường 12, Quận Phú Nhuận, Tp Hồ Chí Minh", Quận Phú Nhuận,Đã bàn giao,106.0,3.0,2.0,Chung cư,Đã có sổ,Nội thất đầy đủ,1520000000.0,63333.0,11.056161799302767,63333.0
"Đường Thăng Long, Phường 12, Quận Tân Bình, Tp Hồ Chí Minh", Quận Tân Bình,Chưa bàn giao,60.0,1.0,1.0,Chung cư,Đã có sổ,Nội thất cao cấp,250000000.0,10417.0,9.251194365984448,10417.0
"Độc Lập, Phường Tân Quý, Quận Tân Phú, Tp Hồ Chí Minh", Quận Tân Phú,Đã bàn giao,59.0,2.0,1.0,Chung cư,Đã có sổ,Nội thất đầy đủ,1770000000.0,73750.0,11.208436274202066,73750.0
"Đường Phan Huy Ích, Phường 15, Quận Tân Bình, Tp Hồ Chí Minh", Quận Tân Bình,Đã bàn giao,40.0,1.0,1.0,Căn hộ dịch vụ,Đã có sổ,Nội thất đầy đủ,950000000.0,39583.0,10.58615501214069,39583.0
"Lô 5, Lô 5 Khu đô thị Vĩnh Lộc, Phường Bình Hưng Hoà B, Quận Bình Tân, Tp Hồ Chí Minh", Quận Bình Tân,Đã bàn giao,63.0,2.0,2.0,Chung cư,Đang chờ sổ,Hoàn thiện cơ bản,1650000000.0,68750.0,11.138232015528818,68750.0
"Lô 5, Lô 5 Khu đô thị Vĩnh Lộc, Phường Bình Hưng Hoà B, Quận Bình Tân, Tp Hồ Chí Minh", Quận Bình Tân,Đã bàn giao,68.0,2.0,2.0,Chung cư,Đang chờ sổ,Hoàn thiện cơ bản,1630000000.0,67917.0,11.126041650398417,67917.0
"Đường Liên Phường, Phường Phú Hữu, Quận 9, Tp Hồ Chí Minh", Quận 9,Đã bàn giao,50.0,2.0,1.0,Chung cư,Đã có sổ,Hoàn thiện cơ bản,1500000000.0,62500.0,11.042921835724492,62500.0
"16, Đường Nguyễn Đức Thuận, Phường 13, Quận Tân Bình, Tp Hồ Chí Minh", Quận Tân Bình,Đã bàn giao,30.0,1.0,1.0,Căn hộ dịch vụ,Giấy tờ khác,Hoàn thiện cơ bản,885000000.0,36875.0,10.51528909364212,36875.0
"Đường Phạm Thế Hiển, Phường 7, Quận 8, Tp Hồ Chí Minh", Quận 8,Đã bàn giao,72.0,2.0,1.0,Chung cư,Đã có sổ,Nội thất đầy đủ,1630000000.0,67917.0,11.126041650398417,67917.0
"114, Đường Số 5, Phường Bình Hưng Hòa, Quận Bình Tân, Tp Hồ Chí Minh", Quận Bình Tân,Đã bàn giao,72.0,2.0,2.0,Chung cư,Đã có sổ,Nội thất đầy đủ,1850000000.0,77083.0,11.252638042372888,77083.0
"Đường Tạ Quang Bửu, Phường 6, Quận 8, Tp Hồ Chí Minh", Quận 8,Đã bàn giao,45.0,1.0,1.0,Chung cư,Đang chờ sổ,Hoàn thiện cơ bản,1700000000.0,70833.0,11.168080272785073,70833.0
"số 1A, số 1A Đường Tạ Quang Bửu, Phường 6, Quận 8, Tp Hồ Chí Minh", Quận 8,Đã bàn giao,50.0,1.0,1.0,Chung cư,Đang chờ sổ,Nội thất đầy đủ,1760000000.0,73333.0,11.202765991201511,73333.0
"Đường Liên Phường, Phường Phú Hữu, Quận 9, Tp Hồ Chí Minh", Quận 9,Đã bàn giao,50.0,2.0,1.0,Chung cư,Đã có sổ,Hoàn thiện cơ bản,1500000000.0,62500.0,11.042921835724492,62500.0
"Đường Nguyễn Hữu Cảnh, Phường 22, Quận Bình Thạnh, Tp Hồ Chí Minh", Quận Bình Thạnh,Đã bàn giao,86.0,2.0,2.0,Chung cư,Đã có sổ,Nội thất đầy đủ,1550000000.0,64583.0,11.07570649724384,64583.0
"Hẻm 219, Hẻm 219 Đường số 5, Phường Bình Hưng Hòa, Quận Bình Tân, Tp Hồ Chí Minh", Quận Bình Tân,Đã bàn giao,65.0,2.0,1.0,Chung cư,Đã có sổ,Nội thất cao cấp,1780000000.0,74167.0,11.214074586292243,74167.0
"Đường Kinh Dương Vương, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh", Quận Bình Tân,Đã bàn giao,58.0,2.0,1.0,Chung cư,Giấy tờ khác,Hoàn thiện cơ bản,1900000000.0,79167.0,11.279314824306176,79167.0
"Lô 5, Lô 5 Khu đô thị Vĩnh Lộc, Phường Bình Hưng Hoà B, Quận Bình Tân, Tp Hồ Chí Minh", Quận Bình Tân,Đã bàn giao,63.0,2.0,2.0,Chung cư,Đang chờ sổ,Hoàn thiện cơ bản,1650000000.0,68750.0,11.138232015528818,68750.0
"Đường Liên Phường, Phường Phú Hữu, Quận 9, Tp Hồ Chí Minh", Quận 9,Đã bàn giao,50.0,2.0,1.0,Chung cư,Đã có sổ,Hoàn thiện cơ bản,1500000000.0,62500.0,11.042921835724492,62500.0
"Khu Đô Thị Vĩnh Lộc, Bình Hưng Hòa, Bình Tân, TpHCM, Phường Bình Hưng Hoà B, Quận Bình Tân, Tp Hồ Chí Minh", Quận Bình Tân,Đã bàn giao,49.4,1.0,1.0,Chung cư,Đang chờ sổ,Hoàn thiện cơ bản,1350000000.0,56250.0,10.937561320066669,56250.0
"Đường Hồ Học Lãm, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh", Quận Bình Tân,Đã bàn giao,50.0,1.0,1.0,Chung cư,Đã có sổ,Nội thất đầy đủ,1395000000.0,58125.0,10.970351142889658,58125.0
"Đường Số 7, Phường Bình Trị Đông B, Quận Bình Tân, Tp Hồ Chí Minh", Quận Bình Tân,Đã bàn giao,53.0,2.0,1.0,Chung cư,Đang chờ sổ,Nội thất đầy đủ,1650000000.0,68750.0,11.138232015528818,68750.0
"Đường Nguyễn Văn Linh, Phường 7, Quận 8, Tp Hồ Chí Minh", Quận 8,Chưa bàn giao,57.0,2.0,2.0,Chung cư,Giấy tờ khác,Nội thất đầy đủ,1605000000.0,66875.0,11.110580484198309,66875.0
"Đường Phan Huy Ích, Phường 15, Quận Tân Bình, Tp Hồ Chí Minh", Quận Tân Bình,Đã bàn giao,40.0,1.0,1.0,Căn hộ dịch vụ,Đã có sổ,Nội thất đầy đủ,950000000.0,39583.0,10.58615501214069,39583.0
"Đường 3/2, Phường 12, Quận 10, Tp Hồ Chí Minh", Quận 10,Chưa bàn giao,30.0,1.0,1.0,Duplex,Đã có sổ,Nội thất đầy đủ,1500000000.0,62500.0,11.042921835724492,62500.0
"159/21, 159/21 Đường 11, Phường Trường Thọ, Quận Thủ Đức, Tp Hồ Chí Minh", Quận Thủ Đức,Đã bàn giao,51.0,2.0,1.0,Chung cư,Đã có sổ,Nội thất đầy đủ,1850000000.0,77083.0,11.252638042372888,77083.0
"Đường Xa lộ Đại Hàn, Phường Tam Bình, Quận Thủ Đức, Tp Hồ Chí Minh", Quận Thủ Đức,Đã bàn giao,50.0,2.0,2.0,Chung cư,Đã có sổ,Nội thất đầy đủ,1470000000.0,61250.0,11.022719128406973,61250.0
"Số 4, Số 4 Đường Đào Trí, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh", Quận 7,Chưa bàn giao,53.2,1.0,1.0,Chung cư,Đang chờ sổ,Nội thất cao cấp,1780000000.0,74167.0,11.214074586292243,74167.0
"Đường Hồ Học Lãm, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh", Quận Bình Tân,Đã bàn giao,50.0,1.0,1.0,Chung cư,Đã có sổ,Nội thất đầy đủ,1395000000.0,58125.0,10.970351142889658,58125.0
"Phan Huy Ích, Phường Đông Hưng Thuận, Quận 12, Tp Hồ Chí Minh", Quận 12,Đã bàn giao,40.0,1.0,1.0,Căn hộ dịch vụ,Đã có sổ,Nội thất đầy đủ,950000000.0,39583.0,10.58615501214069,39583.0
"13E, Đường Nguyễn Văn Linh, Xã Phong Phú, Huyện Bình Chánh, Tp Hồ Chí Minh", Huyện Bình Chánh,Chưa bàn giao,55.0,2.0,2.0,Chung cư,Đang chờ sổ,Nội thất cao cấp,1560000000.0,65000.0,11.082142548877776,65000.0
"Đường Phan Văn Hớn, Phường Tân Thới Nhất, Quận 12, Tp Hồ Chí Minh", Quận 12,Đã bàn giao,58.0,2.0,2.0,Chung cư,Đã có sổ,Hoàn thiện cơ bản,1600000000.0,66667.0,11.107465356849564,66667.0
"9A Đường Thạnh Xuân 13, Phường Thạnh Xuân, Quận 12, Hồ Chí Minh, Phường Thạnh Xuân, Quận 12, Tp Hồ Chí Minh", Quận 12,Chưa bàn giao,53.0,2.0,1.0,Chung cư,Giấy tờ khác,Hoàn thiện cơ bản,1800000000.0,75000.0,11.225243392518449,75000.0
"Đường Phan Huy Ích, Phường 15, Quận Tân Bình, Tp Hồ Chí Minh", Quận Tân Bình,Đã bàn giao,40.0,1.0,1.0,Căn hộ dịch vụ,Đã có sổ,Nội thất đầy đủ,950000000.0,39583.0,10.58615501214069,39583.0
"Đường Hà Huy Giáp, Phường Thạnh Lộc, Quận 12, Tp Hồ Chí Minh", Quận 12,Chưa bàn giao,52.0,2.0,1.0,Chung cư,Giấy tờ khác,Hoàn thiện cơ bản,1280000000.0,53333.0,10.884310555528325,53333.0
"Đường Hoàng Sa, Phường 13, Quận Phú Nhuận, Tp Hồ Chí Minh", Quận Phú Nhuận,Chưa bàn giao,30.0,1.0,1.0,Duplex,Đã có sổ,Nội thất đầy đủ,1600000000.0,66667.0,11.107465356849564,66667.0
"Đường Nguyễn Văn Linh, Phường 7, Quận 8, Tp Hồ Chí Minh", Quận 8,Chưa bàn giao,56.0,2.0,2.0,Chung cư,Giấy tờ khác,Nội thất đầy đủ,1553000000.0,64708.0,11.077640120449583,64708.0
"Đường Phạm Văn Bạch, Phường 15, Quận Tân Bình, Tp Hồ Chí Minh", Quận Tân Bình,Đã bàn giao,45.0,1.0,1.0,Chung cư,Đang chờ sổ,Nội thất cao cấp,900000000.0,37500.0,10.532096211958502,37500.0
"Lô 5, Lô 5 Khu đô thị Vĩnh Lộc, Phường Bình Hưng Hoà B, Quận Bình Tân, Tp Hồ Chí Minh", Quận Bình Tân,Đã bàn giao,63.0,2.0,2.0,Chung cư,Đang chờ sổ,Hoàn thiện cơ bản,1650000000.0,68750.0,11.138232015528818,68750.0
"16, Đường Nguyễn Đức Thuận, Phường 13, Quận Tân Bình, Tp Hồ Chí Minh", Quận Tân Bình,Đã bàn giao,36.0,1.0,1.0,Căn hộ dịch vụ,Giấy tờ khác,Hoàn thiện cơ bản,850000000.0,35417.0,10.47494720983897,35417.0
"Đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Tp Hồ Chí Minh", Quận 9,Đã bàn giao,43.0,1.0,1.0,Chung cư,Giấy tờ khác,Hoàn thiện cơ bản,1820000000.0,75833.0,11.236288833090976,75833.0
"Đường Nguyễn Đức Thuận, Phường 13, Quận Tân Bình, Tp Hồ Chí Minh", Quận Tân Bình,Đã bàn giao,30.0,1.0,1.0,Chung cư,Giấy tờ khác,Hoàn thiện cơ bản,868000000.0,36167.0,10.495902379841931,36167.0
"9A Đường Thạnh Xuân 13, Phường Thạnh Xuân, Quận 12, Hồ Chí Minh, Phường Thạnh Xuân, Quận 12, Tp Hồ Chí Minh", Quận 12,Chưa bàn giao,57.0,2.0,1.0,Chung cư,Giấy tờ khác,Nội thất cao cấp,44000000.0,1833.0,7.513709247839705,1833.0
"Đường Phan Văn Hớn, Phường Tân Thới Nhất, Quận 12, Tp Hồ Chí Minh", Quận 12,Đã bàn giao,58.0,2.0,2.0,Chung cư,Đã có sổ,Nội thất đầy đủ,1670000000.0,69583.0,11.150275563614356,69583.0
"Lô 5, Lô 5 Khu đô thị Vĩnh Lộc, Phường Bình Hưng Hoà B, Quận Bình Tân, Tp Hồ Chí Minh", Quận Bình Tân,Đã bàn giao,68.0,2.0,2.0,Chung cư,Đang chờ sổ,Hoàn thiện cơ bản,1630000000.0,67917.0,11.126041650398417,67917.0
"(gần bùng binh Dân Chủ), Đường Cách Mạng Tháng Tám, Phường 5, Quận Tân Bình, Tp Hồ Chí Minh", Quận Tân Bình,Chưa bàn giao,30.0,1.0,1.0,Duplex,Đã có sổ,Nội thất đầy đủ,1600000000.0,66667.0,11.107465356849564,66667.0
"Đường Đoàn Văn Bơ, Phường 12, Quận 4, Tp Hồ Chí Minh", Quận 4,Đã bàn giao,57.0,2.0,1.0,Chung cư,Đã có sổ,Hoàn thiện cơ bản,1850000000.0,77083.0,11.252638042372888,77083.0
"Số 4, Số 4 Đường Đào Trí, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh", Quận 7,Chưa bàn giao,53.0,2.0,1.0,Chung cư,Đang chờ sổ,Hoàn thiện cơ bản,1800000000.0,75000.0,11.225243392518449,75000.0
"4.05, Đường Số 17A, Phường Bình Trị Đông B, Quận Bình Tân, Tp Hồ Chí Minh", Quận Bình Tân,Đã bàn giao,51.0,2.0,1.0,Chung cư,Đã có sổ,Nội thất đầy đủ,1670000000.0,69583.0,11.150275563614356,69583.0
"Đường Phạm Văn Bạch, Phường 15, Quận Tân Bình, Tp Hồ Chí Minh", Quận Tân Bình,Đã bàn giao,45.0,1.0,1.0,Chung cư,Đang chờ sổ,Nội thất cao cấp,900000000.0,37500.0,10.532096211958502,37500.0
"Lô 5, Lô 5 Khu đô thị Vĩnh Lộc, Phường Bình Hưng Hoà B, Quận Bình Tân, Tp Hồ Chí Minh", Quận Bình Tân,Đã bàn giao,68.0,2.0,2.0,Chung cư,Đang chờ sổ,Hoàn thiện cơ bản,1630000000.0,67917.0,11.126041650398417,67917.0
"Đường Trịnh Quang Nghị, Phường 7, Quận 8, Tp Hồ Chí Minh", Quận 8,Chưa bàn giao,62.0,2.0,2.0,Chung cư,Đang chờ sổ,Hoàn thiện cơ bản,1680000000.0,70000.0,11.156250521031495,70000.0
"Đường Tạ Quang Bửu, Phường 6, Quận 8, Tp Hồ Chí Minh", Quận 8,Đã bàn giao,68.0,2.0,2.0,Chung cư,Đã có sổ,Nội thất cao cấp,8000000.0,333.0,5.808142489980444,333.0
"Đường Phạm Văn Bạch, Phường 15, Quận Tân Bình, Tp Hồ Chí Minh", Quận Tân Bình,Đã bàn giao,45.0,1.0,1.0,Chung cư,Đang chờ sổ,Nội thất cao cấp,900000000.0,37500.0,10.532096211958502,37500.0
"Đường Liên Phường, Phường Phú Hữu, Quận 9, Tp Hồ Chí Minh", Quận 9,Đã bàn giao,50.0,2.0,1.0,Chung cư,Đã có sổ,Hoàn thiện cơ bản,1500000000.0,62500.0,11.042921835724492,62500.0
"4.08, Đường Dương Thị Mười, Phường Tân Chánh Hiệp, Quận 12, Tp Hồ Chí Minh", Quận 12,Đã bàn giao,67.0,2.0,2.0,Chung cư,Đã có sổ,Nội thất cao cấp,1849000000.0,77042.0,11.252106006675016,77042.0
"QL1A, Phường Trung Mỹ Tây, Quận 12, Tp Hồ Chí Minh", Quận 12,Đã bàn giao,73.0,2.0,2.0,Chung cư,Đã có sổ,Nội thất cao cấp,1800000000.0,75000.0,11.225243392518449,75000.0
"Số 4, Số 4 Đường Đào Trí, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh", Quận 7,Chưa bàn giao,72.0,2.0,2.0,Chung cư,Đang chờ sổ,Nội thất cao cấp,1800000000.0,75000.0,11.225243392518449,75000.0
"436, 436 Đường Lê Văn Khương, Phường Thới An, Quận 12, Tp Hồ Chí Minh", Quận 12,Đã bàn giao,75.0,2.0,2.0,Chung cư,Đang chờ sổ,Hoàn thiện cơ bản,1890000000.0,78750.0,11.27403355668788,78750.0
"243, Đường Tân Hòa Đông, Phường 14, Quận 6, Tp Hồ Chí Minh", Quận 6,Đã bàn giao,72.0,3.0,2.0,Chung cư,Đang chờ sổ,Hoàn thiện cơ bản,1700000000.0,70833.0,11.168080272785073,70833.0
"99 nguyễn thị thập, quận 7, Phường Tân Phong, Quận 7, Tp Hồ Chí Minh", Quận 7,Đã bàn giao,72.0,2.0,1.0,Chung cư,Đã có sổ,Nội thất đầy đủ,45000000.0,1875.0,7.536363938404511,1875.0
"đường Nguyễn Thị Búp, Phường Hiệp Thành, Quận 12, Tp Hồ Chí Minh", Quận 12,Đã bàn giao,59.0,2.0,2.0,Chung cư,Đã có sổ,Hoàn thiện cơ bản,1680000000.0,70000.0,11.156250521031495,70000.0
"Lô 5, Lô 5 Khu đô thị Vĩnh Lộc, Phường Bình Hưng Hoà B, Quận Bình Tân, Tp Hồ Chí Minh", Quận Bình Tân,Đã bàn giao,52.7,2.0,1.0,Chung cư,Đang chờ sổ,Hoàn thiện cơ bản,1550000000.0,64583.0,11.07570649724384,64583.0
"Lô 5, Lô 5 Khu đô thị Vĩnh Lộc, Phường Bình Hưng Hoà B, Quận Bình Tân, Tp Hồ Chí Minh", Quận Bình Tân,Chưa bàn giao,63.2,2.0,2.0,Chung cư,Đang chờ sổ,Nội thất đầy đủ,1630000000.0,67917.0,11.126041650398417,67917.0
"Đường Cách Mạng Tháng Tám, Phường 10, Quận 3, Tp Hồ Chí Minh", Quận 3,Chưa bàn giao,42.0,1.0,1.0,Chung cư,Giấy tờ khác,Nội thất cao cấp,1100000000.0,45833.0,10.732759634666934,45833.0
"chung cư Lê Thành, Đường Hồ Văn Long, Phường Tân Tạo A, Quận Bình Tân, Tp Hồ Chí Minh", Quận Bình Tân,Đã bàn giao,37.5,1.0,1.0,Chung cư,Giấy tờ khác,Hoàn thiện cơ bản,560000000.0,23333.0,10.05762394654706,23333.0
"Đường Trịnh Quang Nghị, Phường 7, Quận 8, Tp Hồ Chí Minh", Quận 8,Chưa bàn giao,62.0,2.0,2.0,Chung cư,Đang chờ sổ,Hoàn thiện cơ bản,1660000000.0,69167.0,11.144279149250275,69167.0
"Đường Đỗ Xuân Hợp, Phường Phước Long B, Quận 9, Tp Hồ Chí Minh", Quận 9,Đã bàn giao,56.0,2.0,2.0,Chung cư,Đã có sổ,Nội thất cao cấp,1720000000.0,71667.0,11.179785669593665,71667.0
"Đường Phan Chu Trinh, Phường 24, Quận Bình Thạnh, Tp Hồ Chí Minh", Quận Bình Thạnh,Đã bàn giao,30.0,1.0,1.0,Căn hộ dịch vụ,Đã có sổ,Nội thất đầy đủ,6500000.0,271.0,5.602118820879701,271.0
"Đường Phạm Văn Bạch, Phường 15, Quận Tân Bình, Tp Hồ Chí Minh", Quận Tân Bình,Đã bàn giao,45.0,1.0,1.0,Chung cư,Đang chờ sổ,Nội thất cao cấp,900000000.0,37500.0,10.532096211958502,37500.0
"243, Đường Tân Hòa Đông, Phường 14, Quận 6, Tp Hồ Chí Minh", Quận 6,Đã bàn giao,72.0,3.0,2.0,Chung cư,Đang chờ sổ,Hoàn thiện cơ bản,1700000000.0,70833.0,11.168080272785073,70833.0
"10A, 10A Đường Tô Ký, Phường Trung Mỹ Tây, Quận 12, Tp Hồ Chí Minh", Quận 12,Đã bàn giao,62.0,2.0,2.0,Chung cư,Đã có sổ,Nội thất cao cấp,1850000000.0,77083.0,11.252638042372888,77083.0
"Số 99, Số 99 Đường Nguyễn Thị Thập, Phường Tân Phong, Quận 7, Tp Hồ Chí Minh", Quận 7,Đã bàn giao,72.0,2.0,1.0,Chung cư,Đã có sổ,Nội thất cao cấp,45000000.0,1875.0,7.536363938404511,1875.0
"Đường Quốc lộ 1A, Phường Tân Tạo, Quận Bình Tân, Tp Hồ Chí Minh", Quận Bình Tân,Đã bàn giao,65.0,2.0,2.0,Chung cư,Đang chờ sổ,Nội thất cao cấp,1590000000.0,66250.0,11.101190743848468,66250.0
"Phan Huy Ích, Phường Đông Hưng Thuận, Quận 12, Tp Hồ Chí Minh", Quận 12,Đã bàn giao,40.0,1.0,1.0,Căn hộ dịch vụ,Đã có sổ,Nội thất đầy đủ,950000000.0,39583.0,10.58615501214069,39583.0
"đường Tân Chánh Hiệp 21, Phường Tân Chánh Hiệp, Quận 12, Tp Hồ Chí Minh", Quận 12,Đã bàn giao,64.0,2.0,2.0,Chung cư,Đang chờ sổ,Nội thất đầy đủ,1550000000.0,64583.0,11.07570649724384,64583.0
"44, Đường Nguyễn Văn Dung, Phường 6, Quận Gò Vấp, Tp Hồ Chí Minh", Quận Gò Vấp,Đã bàn giao,60.0,2.0,2.0,Chung cư,Đã có sổ,Nội thất đầy đủ,1650000000.0,68750.0,11.138232015528818,68750.0
"Đường Phan Huy Ích, Phường 15, Quận Tân Bình, Tp Hồ Chí Minh", Quận Tân Bình,Đã bàn giao,40.0,1.0,1.0,Căn hộ dịch vụ,Đã có sổ,Nội thất đầy đủ,950000000.0,39583.0,10.58615501214069,39583.0
"Lô 5, Lô 5 Khu đô thị Vĩnh Lộc, Phường Bình Hưng Hoà B, Quận Bình Tân, Tp Hồ Chí Minh", Quận Bình Tân,Đã bàn giao,68.0,2.0,2.0,Chung cư,Đang chờ sổ,Hoàn thiện cơ bản,1630000000.0,67917.0,11.126041650398417,67917.0
"Phan Huy Ích, Phường Đông Hưng Thuận, Quận 12, Tp Hồ Chí Minh", Quận 12,Đã bàn giao,40.0,1.0,1.0,Căn hộ dịch vụ,Đã có sổ,Nội thất đầy đủ,950000000.0,39583.0,10.58615501214069,39583.0
"Đường Nguyễn Thị Định, Phường Cát Lái, Quận 2, Tp Hồ Chí Minh", Quận 2,Chưa bàn giao,56.0,2.0,1.0,Chung cư,Giấy tờ khác,Hoàn thiện cơ bản,1650000000.0,68750.0,11.138232015528818,68750.0
"243, Đường Tân Hòa Đông, Phường 14, Quận 6, Tp Hồ Chí Minh", Quận 6,Đã bàn giao,72.0,3.0,2.0,Chung cư,Đang chờ sổ,Hoàn thiện cơ bản,1700000000.0,70833.0,11.168080272785073,70833.0
"Cmt8, Phường 10, Quận 3, Tp Hồ Chí Minh", Quận 3,Chưa bàn giao,35.0,1.0,1.0,Căn hộ dịch vụ,Đã có sổ,Nội thất cao cấp,950000000.0,39583.0,10.58615501214069,39583.0
"Đường Nguyễn Thị Định, Phường Cát Lái, Quận 2, Tp Hồ Chí Minh", Quận 2,Chưa bàn giao,60.0,2.0,2.0,Chung cư,Giấy tờ khác,Hoàn thiện cơ bản,1725000000.0,71875.0,11.182683778099651,71875.0
"Đường Nguyễn Hữu Cảnh, Phường 22, Quận Bình Thạnh, Tp Hồ Chí Minh", Quận Bình Thạnh,Đã bàn giao,38.0,2.0,1.0,Officetel,Đang chờ sổ,Nội thất cao cấp,1980000000.0,82500.0,11.320553572322773,82500.0
"Đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Tp Hồ Chí Minh", Quận 9,Đã bàn giao,45.0,1.0,1.0,Chung cư,Giấy tờ khác,Hoàn thiện cơ bản,1200000000.0,50000.0,10.819778284410283,50000.0
"Đường N1, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh", Quận Tân Phú,Đã bàn giao,107.0,3.0,3.0,Chung cư,Đang chờ sổ,Nội thất đầy đủ,25000000.0,1042.0,6.948897222313312,1042.0
"Phan Huy Ích, Phường Đông Hưng Thuận, Quận 12, Tp Hồ Chí Minh", Quận 12,Đã bàn giao,40.0,1.0,1.0,Căn hộ dịch vụ,Đã có sổ,Nội thất đầy đủ,950000000.0,39583.0,10.58615501214069,39583.0
"243, Đường Tân Hòa Đông, Phường 14, Quận 6, Tp Hồ Chí Minh", Quận 6,Đã bàn giao,72.0,3.0,2.0,Chung cư,Đang chờ sổ,Hoàn thiện cơ bản,1700000000.0,70833.0,11.168080272785073,70833.0
"Đường Phạm Thế Hiển, Phường 7, Quận 8, Tp Hồ Chí Minh", Quận 8,Đã bàn giao,62.0,2.0,2.0,Chung cư,Giấy tờ khác,Nội thất đầy đủ,1541000000.0,64208.0,11.069883092506698,64208.0
"Đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Tp Hồ Chí Minh", Quận 9,Đã bàn giao,47.0,1.0,1.0,Chung cư,Giấy tờ khác,Bàn giao thô,1710000000.0,71250.0,11.173950098130897,71250.0
"Đường Xa lộ Đại Hàn, Phường Tam Bình, Quận Thủ Đức, Tp Hồ Chí Minh", Quận Thủ Đức,Đã bàn giao,52.0,2.0,2.0,Chung cư,Đã có sổ,Nội thất đầy đủ,1150000000.0,47917.0,10.77722562648903,47917.0
"Lô 5, Lô 5 Khu đô thị Vĩnh Lộc, Phường Bình Hưng Hoà B, Quận Bình Tân, Tp Hồ Chí Minh", Quận Bình Tân,Đã bàn giao,68.0,2.0,2.0,Chung cư,Đang chờ sổ,Hoàn thiện cơ bản,1630000000.0,67917.0,11.126041650398417,67917.0
"duong số 6, Phường Bình Chiểu, Quận Thủ Đức, Tp Hồ Chí Minh", Quận Thủ Đức,Đã bàn giao,70.0,2.0,2.0,Chung cư,Đang chờ sổ,Nội thất cao cấp,1999000000.0,83292.0,11.330107785127584,83292.0
"Đường Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh", Quận 7,Chưa bàn giao,32.0,1.0,1.0,Căn hộ dịch vụ,Giấy tờ khác,Nội thất cao cấp,990000000.0,41250.0,10.627406391762827,41250.0
